cell_line,reported_sex,DDX3Y_expression,DDX3Y_expression_category,EIF1AY_expression,EIF1AY_expression_category,KDM5D_expression,KDM5D_expression_category,NLGN4Y_expression,NLGN4Y_expression_category,RPS4Y1_expression,RPS4Y1_expression_category,TMSB4Y_expression,TMSB4Y_expression_category,USP9Y_expression,USP9Y_expression_category,UTY_expression,UTY_expression_category,ZFY_expression,ZFY_expression_category
TCCSUP_URINARY_TRACT,female,10,low_expression,0,low_expression,11,low_expression,0,low_expression,35,low_expression,0,low_expression,5,low_expression,2,low_expression,3,low_expression
TE10_OESOPHAGUS,NA,95,low_expression,40,low_expression,46,low_expression,5,low_expression,256,low_expression,6,low_expression,40,low_expression,15,low_expression,12,low_expression
TE11_OESOPHAGUS,NA,15,low_expression,4,low_expression,9,low_expression,1,low_expression,26,low_expression,2,low_expression,5,low_expression,2,low_expression,8,low_expression
TE125T_FIBROBLAST,female,58,low_expression,15,low_expression,28,low_expression,6,low_expression,136,low_expression,5,low_expression,18,low_expression,7,low_expression,9,low_expression
TE14_OESOPHAGUS,NA,61,low_expression,13,low_expression,18,low_expression,0,low_expression,144,low_expression,0,low_expression,14,low_expression,7,low_expression,12,low_expression
TE159T_FIBROBLAST,male,20201,high_expression,4713,high_expression,6566,high_expression,6424,high_expression,30118,high_expression,63,intermediate_expression,10023,high_expression,2066,high_expression,4222,high_expression
TE15_OESOPHAGUS,female,26,low_expression,0,low_expression,13,low_expression,0,low_expression,62,low_expression,6,low_expression,4,low_expression,7,low_expression,3,low_expression
TE1_OESOPHAGUS,male,18,low_expression,4,low_expression,8,low_expression,1,low_expression,60,low_expression,0,low_expression,8,low_expression,2,low_expression,2,low_expression
TE441T_SOFT_TISSUE,female,53,low_expression,11,low_expression,13,low_expression,4,low_expression,133,low_expression,2,low_expression,15,low_expression,14,low_expression,5,low_expression
TE4_OESOPHAGUS,NA,69,low_expression,10,low_expression,16,low_expression,2,low_expression,72373,high_expression,0,low_expression,28,low_expression,4,low_expression,4148,high_expression
TE5_OESOPHAGUS,female,30,low_expression,14,low_expression,18,low_expression,2,low_expression,41,low_expression,0,low_expression,6,low_expression,7,low_expression,3,low_expression
TE617T_SOFT_TISSUE,female,33,low_expression,5,low_expression,5,low_expression,2,low_expression,86,low_expression,2,low_expression,25,low_expression,1,low_expression,8,low_expression
TE6_OESOPHAGUS,NA,50,low_expression,25,low_expression,22,low_expression,3,low_expression,109,low_expression,6,low_expression,22,low_expression,7,low_expression,8,low_expression
TE8_OESOPHAGUS,NA,91,low_expression,30,low_expression,27,low_expression,6,low_expression,200,low_expression,7,low_expression,27,low_expression,8,low_expression,18,low_expression
TE9_OESOPHAGUS,male,30,low_expression,8,low_expression,13,low_expression,0,low_expression,75,low_expression,0,low_expression,17,low_expression,4,low_expression,0,low_expression
TEN_ENDOMETRIUM,female,15,low_expression,4,low_expression,6,low_expression,0,low_expression,27,low_expression,0,low_expression,8,low_expression,3,low_expression,2,low_expression
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,85504,high_expression,16509,high_expression,20613,high_expression,2,low_expression,121785,high_expression,535,high_expression,5835,high_expression,8567,high_expression,10111,high_expression
TGBC11TKB_STOMACH,female,122,low_expression,60,low_expression,28,low_expression,3,low_expression,204,low_expression,2,low_expression,32,low_expression,9,low_expression,21,low_expression
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,21742,high_expression,4457,high_expression,17183,high_expression,1392,intermediate_expression,64334,high_expression,142,high_expression,178,intermediate_expression,3209,high_expression,2498,high_expression
TIG3TD_FIBROBLAST,NA,10506,high_expression,3900,high_expression,4963,high_expression,1841,high_expression,40263,high_expression,12,low_expression,6833,high_expression,1653,high_expression,2267,high_expression
TM31_CENTRAL_NERVOUS_SYSTEM,NA,35,low_expression,8,low_expression,13,low_expression,0,low_expression,52,low_expression,0,low_expression,15,low_expression,7,low_expression,4,low_expression
TM87_SOFT_TISSUE,NA,21073,high_expression,2192,high_expression,14687,high_expression,2105,high_expression,38522,high_expression,230,high_expression,7849,high_expression,2796,high_expression,2253,high_expression
TO175T_FIBROBLAST,male,16907,high_expression,2208,high_expression,4446,high_expression,795,intermediate_expression,18834,high_expression,23,low_expression,6478,high_expression,1403,high_expression,3123,high_expression
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,35,low_expression,13,low_expression,10,low_expression,2,low_expression,88,low_expression,2,low_expression,13,low_expression,3,low_expression,21,low_expression
TOV112D_OVARY,female,24,low_expression,8,low_expression,9,low_expression,3,low_expression,44,low_expression,1,low_expression,2,low_expression,4,low_expression,4,low_expression
TOV21G_OVARY,female,24,low_expression,6,low_expression,13,low_expression,3,low_expression,40,low_expression,0,low_expression,7,low_expression,0,low_expression,2,low_expression
TT2609C02_THYROID,male,8170,high_expression,3615,high_expression,2022,high_expression,816,intermediate_expression,30222,high_expression,144,high_expression,4160,high_expression,1464,high_expression,2125,high_expression
TTC1240_SOFT_TISSUE,NA,14,low_expression,5,low_expression,7,low_expression,0,low_expression,16,low_expression,0,low_expression,11,low_expression,5,low_expression,4,low_expression
TTC549_SOFT_TISSUE,NA,4,low_expression,2,low_expression,3,low_expression,0,low_expression,14,low_expression,0,low_expression,3,low_expression,0,low_expression,0,low_expression
TTC642_SOFT_TISSUE,NA,10295,high_expression,3778,high_expression,9297,high_expression,0,low_expression,37454,high_expression,194,high_expression,4891,high_expression,2439,high_expression,2328,high_expression
TTC709_SOFT_TISSUE,NA,32075,high_expression,5714,high_expression,8150,high_expression,1825,high_expression,58897,high_expression,311,high_expression,6552,high_expression,2429,high_expression,3273,high_expression
TT_OESOPHAGUS,NA,6,low_expression,0,low_expression,6,low_expression,0,low_expression,26859,high_expression,0,low_expression,2,low_expression,3,low_expression,3362,high_expression
TT_THYROID,female,37,low_expression,17,low_expression,30,low_expression,7,low_expression,99,low_expression,2,low_expression,28,low_expression,8,low_expression,9,low_expression
TUHR10TKB_KIDNEY,NA,18203,high_expression,4205,high_expression,3028,high_expression,1753,high_expression,38964,high_expression,215,high_expression,3347,high_expression,1980,high_expression,1648,high_expression
TUHR14TKB_KIDNEY,NA,9590,high_expression,2599,high_expression,3690,high_expression,2551,high_expression,27262,high_expression,63,intermediate_expression,8900,high_expression,2224,high_expression,1273,high_expression
TUHR4TKB_KIDNEY,NA,44,low_expression,14,low_expression,23,low_expression,6,low_expression,89,low_expression,3,low_expression,12,low_expression,9,low_expression,6,low_expression
TYKNU_OVARY,female,14,low_expression,4,low_expression,1,low_expression,0,low_expression,43,low_expression,0,low_expression,4,low_expression,2,low_expression,2,low_expression
U118MG_CENTRAL_NERVOUS_SYSTEM,NA,16937,high_expression,3296,high_expression,6962,high_expression,1172,intermediate_expression,21094,high_expression,62,intermediate_expression,6117,high_expression,1748,high_expression,3164,high_expression
U178_CENTRAL_NERVOUS_SYSTEM,male,15368,high_expression,3839,high_expression,10074,high_expression,3271,high_expression,31680,high_expression,177,high_expression,8411,high_expression,1963,high_expression,2659,high_expression
U251MG_CENTRAL_NERVOUS_SYSTEM,male,9484,high_expression,3093,high_expression,3719,high_expression,1195,intermediate_expression,19959,high_expression,143,high_expression,4173,high_expression,1828,high_expression,1041,high_expression
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,12121,high_expression,5661,high_expression,5520,high_expression,75,low_expression,16942,high_expression,445,high_expression,3669,high_expression,773,high_expression,1950,high_expression
U2OS_BONE,female,13,low_expression,0,low_expression,9,low_expression,1,low_expression,28,low_expression,1,low_expression,5,low_expression,2,low_expression,8,low_expression
U343_CENTRAL_NERVOUS_SYSTEM,NA,30023,high_expression,6291,high_expression,9352,high_expression,6275,high_expression,67641,high_expression,80,intermediate_expression,13461,high_expression,4304,high_expression,4288,high_expression
U87MG_CENTRAL_NERVOUS_SYSTEM,female,457,intermediate_expression,148,intermediate_expression,182,intermediate_expression,106,low_expression,42,low_expression,6,low_expression,99,intermediate_expression,69,intermediate_expression,99,intermediate_expression
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,18,low_expression,9,low_expression,7,low_expression,2,low_expression,27,low_expression,0,low_expression,0,low_expression,0,low_expression,0,low_expression
UACC257_SKIN,NA,15,low_expression,0,low_expression,1,low_expression,0,low_expression,25,low_expression,2,low_expression,0,low_expression,0,low_expression,6,low_expression
UACC62_SKIN,NA,45,low_expression,19,low_expression,12,low_expression,4,low_expression,89,low_expression,1,low_expression,7,low_expression,13,low_expression,2,low_expression
UACC812_BREAST,female,85,low_expression,21,low_expression,24,low_expression,2,low_expression,145,low_expression,4,low_expression,27,low_expression,7,low_expression,11,low_expression
UACC893_BREAST,female,22,low_expression,2,low_expression,15,low_expression,0,low_expression,60,low_expression,0,low_expression,11,low_expression,5,low_expression,4,low_expression
UBLC1_URINARY_TRACT,female,81,low_expression,7,low_expression,16,low_expression,3,low_expression,132,low_expression,3,low_expression,26,low_expression,15,low_expression,6,low_expression
UMUC1_URINARY_TRACT,male,38,low_expression,17,low_expression,19,low_expression,7,low_expression,169,low_expression,4,low_expression,22,low_expression,11,low_expression,9,low_expression
UMUC3_URINARY_TRACT,male,33,low_expression,9,low_expression,17,low_expression,4,low_expression,93,low_expression,4,low_expression,23,low_expression,3,low_expression,4,low_expression
UO31_KIDNEY,male,37,low_expression,9,low_expression,17,low_expression,2,low_expression,76,low_expression,0,low_expression,11,low_expression,2,low_expression,4,low_expression
UOK101_KIDNEY,female,15,low_expression,1,low_expression,3,low_expression,4,low_expression,22,low_expression,0,low_expression,8,low_expression,0,low_expression,0,low_expression
VCAP_PROSTATE,male,18584,high_expression,6891,high_expression,15561,high_expression,604,intermediate_expression,78658,high_expression,1468,high_expression,21370,high_expression,5577,high_expression,8559,high_expression
VMCUB1_URINARY_TRACT,male,43,low_expression,12,low_expression,10,low_expression,8,low_expression,107,low_expression,3,low_expression,20,low_expression,11,low_expression,15,low_expression
VMRCRCW_KIDNEY,male,7563,high_expression,1942,high_expression,1337,high_expression,612,intermediate_expression,43783,high_expression,8,low_expression,6299,high_expression,1772,high_expression,1851,high_expression
VMRCRCZ_KIDNEY,NA,63,low_expression,9,low_expression,29,low_expression,4,low_expression,151,low_expression,2,low_expression,18,low_expression,1,low_expression,10,low_expression
WM115_SKIN,female,30,low_expression,6,low_expression,6,low_expression,13,low_expression,65,low_expression,0,low_expression,7,low_expression,7,low_expression,5,low_expression
WM1799_SKIN,NA,23649,high_expression,7980,high_expression,11548,high_expression,3075,high_expression,63872,high_expression,93,intermediate_expression,10332,high_expression,3929,high_expression,5917,high_expression
WM2664_SKIN,female,52,low_expression,13,low_expression,27,low_expression,15,low_expression,155,low_expression,0,low_expression,10,low_expression,14,low_expression,15,low_expression
WM793_SKIN,NA,7267,high_expression,2017,high_expression,3227,high_expression,419,intermediate_expression,20370,high_expression,25,low_expression,4203,high_expression,1139,high_expression,1690,high_expression
WM88_SKIN,NA,7944,high_expression,1740,high_expression,2316,high_expression,36,low_expression,23314,high_expression,20,low_expression,1609,high_expression,103,intermediate_expression,1824,high_expression
WM983B_SKIN,NA,9767,high_expression,2103,high_expression,2207,high_expression,82,low_expression,29722,high_expression,3,low_expression,18,low_expression,1512,high_expression,1476,high_expression
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,6466,high_expression,2751,high_expression,3512,high_expression,2,low_expression,31149,high_expression,43,intermediate_expression,2242,high_expression,2522,high_expression,1279,high_expression
YAPC_PANCREAS,male,8859,high_expression,3566,high_expression,3892,high_expression,73,low_expression,22399,high_expression,1496,high_expression,7754,high_expression,2238,high_expression,2025,high_expression
YD10B_UPPER_AERODIGESTIVE_TRACT,male,3710,high_expression,777,high_expression,1660,high_expression,193,low_expression,11180,high_expression,24,low_expression,3171,high_expression,1075,high_expression,324,high_expression
YD15_SALIVARY_GLAND,male,2023,high_expression,996,high_expression,1080,high_expression,118,low_expression,11669,high_expression,73,intermediate_expression,1595,high_expression,650,high_expression,681,high_expression
YD38_UPPER_AERODIGESTIVE_TRACT,male,68,low_expression,15,low_expression,24,low_expression,1,low_expression,168,low_expression,2,low_expression,28,low_expression,6,low_expression,3,low_expression
YD8_UPPER_AERODIGESTIVE_TRACT,female,33,low_expression,4,low_expression,23,low_expression,4,low_expression,88,low_expression,3,low_expression,14,low_expression,7,low_expression,8,low_expression
