"CCLE_ID","reported_sex","predicted_sex","pathology","scc_inclusive","scc_conservative","XIST_Expression_Level","Y_Expression_Level","Y_Expression_Status","RPS4Y1_Expression_Level","ZFY_Expression_Level","USP9Y_Expression_Level","DDX3Y_Expression_Level","UTY_Expression_Level","KDM5D_Expression_Level","EIF1AY_Expression_Level"
"T24_URINARY_TRACT","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"T3M10_LUNG","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","intermediate","expressed"
"T3M4_PANCREAS","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"T47D_BREAST","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"T84_LARGE_INTESTINE","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"T98G_CENTRAL_NERVOUS_SYSTEM","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","intermediate","intermediate","expressed","expressed"
"TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","expressed","expressed","expressed"
"TC71_BONE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","intermediate","expressed"
"TCCPAN2_PANCREAS","female",NA,"primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TCCSUP_URINARY_TRACT","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE1_OESOPHAGUS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE10_OESOPHAGUS","unknown","male","primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE11_OESOPHAGUS","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE125T_FIBROBLAST","female",NA,"primary","XXY","XX","expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE14_OESOPHAGUS","unknown","male","primary","XXY","X0","intermediate","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE15_OESOPHAGUS","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE159T_FIBROBLAST","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"TE4_OESOPHAGUS","unknown","male","primary","XY","XY","not_expressed","expressed","mixed","expressed","expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE441T_SOFT_TISSUE","female",NA,"primary","XXY","XX","expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE5_OESOPHAGUS","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE6_OESOPHAGUS","unknown","male","primary","XXY","X0","intermediate","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE617T_SOFT_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE8_OESOPHAGUS","unknown","male","primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TE9_OESOPHAGUS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TEN_ENDOMETRIUM","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","expressed","intermediate","expressed","expressed","expressed","expressed"
"TGBC11TKB_STOMACH","female",NA,"metastasis","XXY","X0","intermediate","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","intermediate"
"THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","not_expressed","expressed","intermediate","expressed","expressed"
"TIG3TD_FIBROBLAST","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"TM31_CENTRAL_NERVOUS_SYSTEM","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TM87_SOFT_TISSUE","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"TO175T_FIBROBLAST","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","expressed","expressed","expressed","intermediate","expressed","expressed"
"TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TOV112D_OVARY","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TOV21G_OVARY","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TT_OESOPHAGUS","unknown","male",NA,"XY","X0","not_expressed","intermediate","mixed","expressed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TT_THYROID","female",NA,"primary","XXY","X0","intermediate","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TT2609C02_THYROID","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","intermediate","expressed"
"TTC1240_SOFT_TISSUE","unknown","female",NA,"XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TTC549_SOFT_TISSUE","unknown","female",NA,"XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TTC642_SOFT_TISSUE","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"TTC709_SOFT_TISSUE","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"TUHR10TKB_KIDNEY","unknown","male","primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","intermediate","expressed"
"TUHR14TKB_KIDNEY","unknown","male","primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","intermediate","expressed"
"TUHR4TKB_KIDNEY","unknown","male","primary","XXY","X0","intermediate","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"TYKNU_OVARY","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"U118MG_CENTRAL_NERVOUS_SYSTEM","unknown","male","primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"U178_CENTRAL_NERVOUS_SYSTEM","male",NA,NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"U251MG_CENTRAL_NERVOUS_SYSTEM","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XXY","XXY","expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"U2OS_BONE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"U343_CENTRAL_NERVOUS_SYSTEM","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"U87MG_CENTRAL_NERVOUS_SYSTEM","female",NA,"primary","XY","X0","not_expressed","intermediate","mixed","not_expressed","not_expressed","not_expressed","intermediate","not_expressed","not_expressed","intermediate"
"U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"UACC257_SKIN","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"UACC62_SKIN","unknown","male","primary","XXY","XX","expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"UACC812_BREAST","female",NA,"primary","XXY","XX","expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"UACC893_BREAST","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"UBLC1_URINARY_TRACT","female",NA,"primary","XXY","X0","intermediate","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"UMUC1_URINARY_TRACT","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"UMUC3_URINARY_TRACT","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"UO31_KIDNEY","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"UOK101_KIDNEY","female",NA,NA,"X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"VCAP_PROSTATE","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","expressed","expressed","expressed","intermediate","expressed","expressed"
"VMCUB1_URINARY_TRACT","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"VMRCRCW_KIDNEY","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","intermediate","expressed"
"VMRCRCZ_KIDNEY","unknown","male","primary","XXY","XX","expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"WM115_SKIN","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"WM1799_SKIN","unknown","male","primary","XY","XY","not_expressed","expressed","mixed","expressed","expressed","expressed","expressed","intermediate","expressed","expressed"
